0.0,1,0.0,0.60957699607718
0.0,2,0.0,0.5007988638155767
0.0,3,0.0,0.6367974498928339
0.0,4,0.0,0.6363611381996699
0.0,5,0.0,0.21420025270543044
0.0,6,0.0,0.6678062991379313
0.0,7,0.0,0.3839339176874191
0.0,8,0.0,0.5780862231906626
0.0,9,0.0,0.6837245109567749
0.0,10,0.0,0.5829438335426669
90.0,1,1.414213562373095,0.1658200987142221
90.0,2,1.414213562373095,0.23721181034937727
90.0,3,1.414213562373095,0.2514865384425539
90.0,4,1.414213562373095,0.19541260362678625
90.0,5,1.414213562373095,0.1347229236067245
90.0,6,1.414213562373095,0.1950008595428088
90.0,7,1.414213562373095,0.3030102236253631
90.0,8,1.414213562373095,0.2474496771140652
90.0,9,1.414213562373095,0.2896495607718332
90.0,10,1.414213562373095,0.2198111224552714
180.0,1,2.0,0.09702620161352185
180.0,2,2.0,0.09568641803509113
180.0,3,2.0,0.0480573775930509
180.0,4,2.0,0.08305693344202018
180.0,5,2.0,0.07943281736772496
180.0,6,2.0,0.056648795439923655
180.0,7,2.0,0.06395231335568709
180.0,8,2.0,0.09197896880681385
180.0,9,2.0,0.06709345651052205
180.0,10,2.0,0.10608716351615871
